# file...... csv_output/Transformer_VA_Power.csv
# date...... Tue Jun 19 17:30:07 2018
# user...... Kapil.Duwadi
# host...... (null)
# target.... meter 5
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_power_A
2014-06-22 07:45:00 PST,+33635.3+179.853d
2014-06-22 07:46:00 PST,+33650.2+179.854d
2014-06-22 07:47:00 PST,+34441+179.856d
2014-06-22 07:48:00 PST,+34661.4+179.856d
2014-06-22 07:49:00 PST,+33746+179.856d
2014-06-22 07:50:00 PST,+33926.7+179.856d
2014-06-22 07:51:00 PST,+34108.3+179.856d
2014-06-22 07:52:00 PST,+34234.1+179.857d
2014-06-22 07:53:00 PST,+34327.7+179.857d
2014-06-22 07:54:00 PST,+34509.2+179.857d
2014-06-22 07:55:00 PST,+34333.7+179.854d
2014-06-22 07:56:00 PST,+34406.6+179.855d
2014-06-22 07:57:00 PST,+34689+179.855d
2014-06-22 07:58:00 PST,+34738.3+179.856d
2014-06-22 07:59:00 PST,+34235.1+179.854d
2014-06-22 08:00:00 PST,+34709.2+179.853d
2014-06-22 08:01:00 PST,+34288.3+179.85d
2014-06-22 08:02:00 PST,+34346+179.85d
2014-06-22 08:03:00 PST,+34401.8+179.851d
2014-06-22 08:04:00 PST,+34889.2+179.851d
2014-06-22 08:05:00 PST,+35444.6+179.852d
2014-06-22 08:06:00 PST,+35843.5+179.855d
2014-06-22 08:07:00 PST,+36027.2+179.856d
2014-06-22 08:08:00 PST,+35878.8+179.856d
2014-06-22 08:09:00 PST,+35204.7+179.858d
2014-06-22 08:10:00 PST,+35074.7+179.857d
2014-06-22 08:11:00 PST,+34872.4+179.857d
2014-06-22 08:12:00 PST,+34610.2+179.859d
2014-06-22 08:13:00 PST,+34785.3+179.858d
2014-06-22 08:14:00 PST,+34837.8+179.858d
2014-06-22 08:15:00 PST,+34939.8+179.858d
2014-06-22 08:16:00 PST,+35209.3+179.858d
2014-06-22 08:17:00 PST,+35311.3+179.858d
2014-06-22 08:18:00 PST,+34827.2+179.857d
2014-06-22 08:19:00 PST,+34928.9+179.857d
2014-06-22 08:20:00 PST,+35502.7+179.861d
2014-06-22 08:21:00 PST,+35672.2+179.86d
2014-06-22 08:22:00 PST,+35383.4+179.857d
2014-06-22 08:23:00 PST,+35349.8+179.858d
2014-06-22 08:24:00 PST,+35111.1+179.856d
2014-06-22 08:25:00 PST,+35172.7+179.856d
2014-06-22 08:26:00 PST,+35238.4+179.856d
2014-06-22 08:27:00 PST,+35543.4+179.856d
2014-06-22 08:28:00 PST,+35435.4+179.855d
2014-06-22 08:29:00 PST,+35873.1+179.855d
2014-06-22 08:30:00 PST,+36171.5+179.856d
2014-06-22 08:31:00 PST,+36028.4+179.856d
2014-06-22 08:32:00 PST,+36124+179.856d
2014-06-22 08:33:00 PST,+36131.4+179.857d
2014-06-22 08:34:00 PST,+36919.2+179.858d
2014-06-22 08:35:00 PST,+37229.5+179.86d
2014-06-22 08:36:00 PST,+37260.2+179.861d
2014-06-22 08:37:00 PST,+37352+179.861d
2014-06-22 08:38:00 PST,+37160.3+179.861d
2014-06-22 08:39:00 PST,+37628.1+179.861d
2014-06-22 08:40:00 PST,+37083.6+179.862d
2014-06-22 08:41:00 PST,+37360+179.862d
2014-06-22 08:42:00 PST,+37439.9+179.862d
2014-06-22 08:43:00 PST,+37507.5+179.863d
2014-06-22 08:44:00 PST,+37189.8+179.863d
2014-06-22 08:45:00 PST,+37547.3+179.862d
2014-06-22 08:46:00 PST,+38300.7+179.862d
2014-06-22 08:47:00 PST,+38086.7+179.859d
2014-06-22 08:48:00 PST,+38201.9+179.859d
2014-06-22 08:49:00 PST,+37764.7+179.857d
2014-06-22 08:50:00 PST,+38015.6+179.857d
2014-06-22 08:51:00 PST,+38084.1+179.859d
2014-06-22 08:52:00 PST,+38175.1+179.859d
2014-06-22 08:53:00 PST,+38267.7+179.859d
2014-06-22 08:54:00 PST,+39549.8+179.85d
2014-06-22 08:55:00 PST,+38518.4+179.861d
2014-06-22 08:56:00 PST,+37645.4+179.862d
2014-06-22 08:57:00 PST,+38746.8+179.856d
2014-06-22 08:58:00 PST,+38137+179.858d
2014-06-22 08:59:00 PST,+37481.1+179.862d
2014-06-22 09:00:00 PST,+38552.2+179.856d
2014-06-22 09:01:00 PST,+37791+179.861d
2014-06-22 09:02:00 PST,+39354.7+179.857d
2014-06-22 09:03:00 PST,+38255.6+179.863d
2014-06-22 09:04:00 PST,+39454.1+179.857d
2014-06-22 09:05:00 PST,+38293.8+179.864d
2014-06-22 09:06:00 PST,+39915+179.857d
2014-06-22 09:07:00 PST,+39760.4+179.865d
2014-06-22 09:08:00 PST,+39925.9+179.865d
2014-06-22 09:09:00 PST,+39776.6+179.866d
2014-06-22 09:10:00 PST,+40421.4+179.862d
2014-06-22 09:11:00 PST,+40414.7+179.863d
2014-06-22 09:12:00 PST,+39903.1+179.87d
2014-06-22 09:13:00 PST,+43137.1+179.851d
2014-06-22 09:14:00 PST,+41951.4+179.869d
2014-06-22 09:15:00 PST,+41569.6+179.868d
2014-06-22 09:16:00 PST,+40940.2+179.873d
2014-06-22 09:17:00 PST,+41339.3+179.871d
2014-06-22 09:18:00 PST,+41337.5+179.871d
2014-06-22 09:19:00 PST,+40589.1+179.873d
2014-06-22 09:20:00 PST,+40735.2+179.868d
2014-06-22 09:21:00 PST,+40898.6+179.871d
2014-06-22 09:22:00 PST,+40533.2+179.869d
2014-06-22 09:23:00 PST,+40817.8+179.866d
2014-06-22 09:24:00 PST,+40381.7+179.869d
2014-06-22 09:25:00 PST,+41285.1+179.859d
2014-06-22 09:26:00 PST,+40407.6+179.864d
2014-06-22 09:27:00 PST,+40491.5+179.868d
2014-06-22 09:28:00 PST,+40522.5+179.869d
2014-06-22 09:29:00 PST,+40569.7+179.868d
2014-06-22 09:30:00 PST,+40611.3+179.868d
2014-06-22 09:31:00 PST,+40665.1+179.868d
2014-06-22 09:32:00 PST,+41128.4+179.87d
2014-06-22 09:33:00 PST,+40844.5+179.868d
2014-06-22 09:34:00 PST,+40671+179.868d
2014-06-22 09:35:00 PST,+41166.7+179.866d
2014-06-22 09:36:00 PST,+41517+179.866d
2014-06-22 09:37:00 PST,+41754.8+179.868d
2014-06-22 09:38:00 PST,+42524.6+179.871d
2014-06-22 09:39:00 PST,+42566.6+179.871d
2014-06-22 09:40:00 PST,+43016+179.871d
2014-06-22 09:41:00 PST,+42828.1+179.871d
2014-06-22 09:42:00 PST,+42594.2+179.87d
2014-06-22 09:43:00 PST,+42683.6+179.87d
2014-06-22 09:44:00 PST,+42831.2+179.869d
2014-06-22 09:45:00 PST,+42641.3+179.869d
2014-06-22 09:46:00 PST,+42685+179.869d
2014-06-22 09:47:00 PST,+42688.7+179.869d
2014-06-22 09:48:00 PST,+42652.1+179.87d
2014-06-22 09:49:00 PST,+42836+179.872d
2014-06-22 09:50:00 PST,+42484.8+179.872d
2014-06-22 09:51:00 PST,+43147.5+179.872d
2014-06-22 09:52:00 PST,+43190.3+179.872d
2014-06-22 09:53:00 PST,+43231.5+179.872d
2014-06-22 09:54:00 PST,+43202.9+179.872d
2014-06-22 09:55:00 PST,+43244.4+179.872d
2014-06-22 09:56:00 PST,+43228.8+179.87d
2014-06-22 09:57:00 PST,+43272.9+179.87d
2014-06-22 09:58:00 PST,+43197.6+179.87d
2014-06-22 09:59:00 PST,+43240.5+179.87d
2014-06-22 10:00:00 PST,+42850.5+179.868d
2014-06-22 10:01:00 PST,+43165+179.868d
2014-06-22 10:02:00 PST,+42735.1+179.867d
2014-06-22 10:03:00 PST,+42704.9+179.867d
2014-06-22 10:04:00 PST,+42600.9+179.868d
2014-06-22 10:05:00 PST,+42431.9+179.869d
2014-06-22 10:06:00 PST,+42498+179.869d
2014-06-22 10:07:00 PST,+42500.3+179.869d
2014-06-22 10:08:00 PST,+42136.4+179.869d
2014-06-22 10:09:00 PST,+42166.4+179.869d
2014-06-22 10:10:00 PST,+42196.2+179.869d
2014-06-22 10:11:00 PST,+42005.7+179.869d
2014-06-22 10:12:00 PST,+42035.6+179.869d
2014-06-22 10:13:00 PST,+42926.5+179.871d
2014-06-22 10:14:00 PST,+42690.4+179.87d
2014-06-22 10:15:00 PST,+43016.2+179.87d
2014-06-22 10:16:00 PST,+42900.5+179.87d
2014-06-22 10:17:00 PST,+42936.9+179.87d
2014-06-22 10:18:00 PST,+43000.1+179.87d
2014-06-22 10:19:00 PST,+42660.3+179.867d
2014-06-22 10:20:00 PST,+42413.5+179.867d
2014-06-22 10:21:00 PST,+42790.7+179.867d
2014-06-22 10:22:00 PST,+42786.3+179.867d
2014-06-22 10:23:00 PST,+42776.6+179.868d
2014-06-22 10:24:00 PST,+42686.5+179.868d
2014-06-22 10:25:00 PST,+42686.2+179.868d
2014-06-22 10:26:00 PST,+42547.7+179.868d
2014-06-22 10:27:00 PST,+42319.8+179.868d
2014-06-22 10:28:00 PST,+42857.4+179.868d
2014-06-22 10:29:00 PST,+42887.3+179.868d
2014-06-22 10:30:00 PST,+42976.9+179.867d
2014-06-22 10:31:00 PST,+43465.2+179.869d
2014-06-22 10:32:00 PST,+43035.1+179.868d
2014-06-22 10:33:00 PST,+43014.2+179.868d
2014-06-22 10:34:00 PST,+43044.3+179.868d
2014-06-22 10:35:00 PST,+42495.5+179.867d
2014-06-22 10:36:00 PST,+42859.7+179.867d
2014-06-22 10:37:00 PST,+43460.6+179.867d
2014-06-22 10:38:00 PST,+43490.6+179.867d
2014-06-22 10:39:00 PST,+43519.6+179.867d
2014-06-22 10:40:00 PST,+42723+179.867d
2014-06-22 10:41:00 PST,+42328.8+179.866d
2014-06-22 10:42:00 PST,+42661.9+179.866d
2014-06-22 10:43:00 PST,+43071.2+179.866d
2014-06-22 10:44:00 PST,+43101.2+179.866d
2014-06-22 10:45:00 PST,+43499.1+179.868d
2014-06-22 10:46:00 PST,+43964.6+179.869d
2014-06-22 10:47:00 PST,+43932.9+179.87d
2014-06-22 10:48:00 PST,+43930.1+179.87d
2014-06-22 10:49:00 PST,+44021.6+179.87d
2014-06-22 10:50:00 PST,+44129.4+179.869d
2014-06-22 10:51:00 PST,+44577.5+179.868d
2014-06-22 10:52:00 PST,+44360.4+179.869d
2014-06-22 10:53:00 PST,+44777+179.87d
2014-06-22 10:54:00 PST,+44746+179.87d
2014-06-22 10:55:00 PST,+44668.3+179.87d
2014-06-22 10:56:00 PST,+44489.5+179.87d
2014-06-22 10:57:00 PST,+44547.5+179.87d
2014-06-22 10:58:00 PST,+44562.5+179.87d
2014-06-22 10:59:00 PST,+44952.1+179.87d
2014-06-22 11:00:00 PST,+44982.7+179.87d
2014-06-22 11:01:00 PST,+45073.8+179.869d
2014-06-22 11:02:00 PST,+44581.9+179.868d
2014-06-22 11:03:00 PST,+44024+179.867d
2014-06-22 11:04:00 PST,+43990.2+179.867d
2014-06-22 11:05:00 PST,+43966.6+179.867d
2014-06-22 11:06:00 PST,+43918.2+179.867d
2014-06-22 11:07:00 PST,+43822.7+179.868d
2014-06-22 11:08:00 PST,+43790.5+179.868d
2014-06-22 11:09:00 PST,+44032.1+179.868d
2014-06-22 11:10:00 PST,+43705.2+179.865d
2014-06-22 11:11:00 PST,+43351.3+179.862d
2014-06-22 11:12:00 PST,+43718.4+179.864d
2014-06-22 11:13:00 PST,+43658.1+179.864d
2014-06-22 11:14:00 PST,+43652.2+179.864d
2014-06-22 11:15:00 PST,+43360.4+179.864d
2014-06-22 11:16:00 PST,+43355.8+179.864d
2014-06-22 11:17:00 PST,+43343.2+179.864d
2014-06-22 11:18:00 PST,+43337.8+179.864d
2014-06-22 11:19:00 PST,+43256.4+179.864d
2014-06-22 11:20:00 PST,+43022.8+179.865d
2014-06-22 11:21:00 PST,+42774+179.864d
2014-06-22 11:22:00 PST,+43059.2+179.867d
2014-06-22 11:23:00 PST,+43182.4+179.866d
2014-06-22 11:24:00 PST,+42822.2+179.867d
2014-06-22 11:25:00 PST,+42806.4+179.867d
2014-06-22 11:26:00 PST,+42801.3+179.867d
2014-06-22 11:27:00 PST,+41642+179.864d
2014-06-22 11:28:00 PST,+41782.3+179.863d
2014-06-22 11:29:00 PST,+42292.8+179.864d
2014-06-22 11:30:00 PST,+42302.4+179.865d
2014-06-22 11:31:00 PST,+42129+179.865d
2014-06-22 11:32:00 PST,+42109.5+179.865d
2014-06-22 11:33:00 PST,+42443+179.864d
2014-06-22 11:34:00 PST,+41484.8+179.861d
2014-06-22 11:35:00 PST,+41364+179.862d
2014-06-22 11:36:00 PST,+41890.7+179.863d
2014-06-22 11:37:00 PST,+41880.2+179.864d
2014-06-22 11:38:00 PST,+41619.5+179.862d
2014-06-22 11:39:00 PST,+41666.1+179.861d
2014-06-22 11:40:00 PST,+41660.7+179.861d
2014-06-22 11:41:00 PST,+41501.9+179.862d
2014-06-22 11:42:00 PST,+41495.9+179.862d
2014-06-22 11:43:00 PST,+41731+179.864d
2014-06-22 11:44:00 PST,+41328.9+179.862d
2014-06-22 11:45:00 PST,+41951.1+179.863d
2014-06-22 11:46:00 PST,+42304.5+179.864d
2014-06-22 11:47:00 PST,+42231.3+179.865d
2014-06-22 11:48:00 PST,+41402.2+179.861d
2014-06-22 11:49:00 PST,+41084.3+179.859d
2014-06-22 11:50:00 PST,+41179.6+179.858d
2014-06-22 11:51:00 PST,+41174.3+179.858d
2014-06-22 11:52:00 PST,+41419.9+179.858d
2014-06-22 11:53:00 PST,+40912.9+179.855d
2014-06-22 11:54:00 PST,+40957.6+179.856d
2014-06-22 11:55:00 PST,+41814.6+179.857d
2014-06-22 11:56:00 PST,+41687.4+179.857d
2014-06-22 11:57:00 PST,+41963.1+179.859d
2014-06-22 11:58:00 PST,+42000.5+179.859d
2014-06-22 11:59:00 PST,+41868.4+179.859d
2014-06-22 12:00:00 PST,+41785+179.86d
2014-06-22 12:01:00 PST,+41779.6+179.86d
2014-06-22 12:02:00 PST,+41838.5+179.862d
2014-06-22 12:03:00 PST,+42161.8+179.862d
2014-06-22 12:04:00 PST,+42396.9+179.865d
2014-06-22 12:05:00 PST,+42045.7+179.865d
2014-06-22 12:06:00 PST,+41609.3+179.865d
2014-06-22 12:07:00 PST,+41052.6+179.864d
2014-06-22 12:08:00 PST,+40941+179.864d
2014-06-22 12:09:00 PST,+41171+179.864d
2014-06-22 12:10:00 PST,+40857+179.864d
2014-06-22 12:11:00 PST,+40696.6+179.864d
2014-06-22 12:12:00 PST,+40624.1+179.864d
2014-06-22 12:13:00 PST,+40978.3+179.863d
2014-06-22 12:14:00 PST,+40953.8+179.863d
2014-06-22 12:15:00 PST,+40512.4+179.863d
2014-06-22 12:16:00 PST,+40396.8+179.863d
2014-06-22 12:17:00 PST,+40082.4+179.86d
2014-06-22 12:18:00 PST,+40126.1+179.859d
2014-06-22 12:19:00 PST,+40086.7+179.859d
2014-06-22 12:20:00 PST,+40008.1+179.859d
2014-06-22 12:21:00 PST,+40078.4+179.859d
2014-06-22 12:22:00 PST,+40082.9+179.858d
2014-06-22 12:23:00 PST,+40045.9+179.858d
2014-06-22 12:24:00 PST,+39582.1+179.856d
2014-06-22 12:25:00 PST,+39585.4+179.856d
2014-06-22 12:26:00 PST,+39810.1+179.855d
2014-06-22 12:27:00 PST,+39786+179.855d
2014-06-22 12:28:00 PST,+39834.2+179.855d
2014-06-22 12:29:00 PST,+40197.9+179.854d
2014-06-22 12:30:00 PST,+41223.3+179.859d
2014-06-22 12:31:00 PST,+41161.2+179.858d
2014-06-22 12:32:00 PST,+41611.3+179.861d
2014-06-22 12:33:00 PST,+41198.4+179.861d
2014-06-22 12:34:00 PST,+41018.8+179.862d
2014-06-22 12:35:00 PST,+40938.5+179.862d
2014-06-22 12:36:00 PST,+41288.9+179.864d
2014-06-22 12:37:00 PST,+41328.7+179.863d
2014-06-22 12:38:00 PST,+41241.8+179.863d
2014-06-22 12:39:00 PST,+41005.8+179.863d
2014-06-22 12:40:00 PST,+40502.3+179.861d
2014-06-22 12:41:00 PST,+40509.1+179.862d
2014-06-22 12:42:00 PST,+41056.3+179.854d
2014-06-22 12:43:00 PST,+40238.5+179.858d
2014-06-22 12:44:00 PST,+42484.1+179.844d
2014-06-22 12:45:00 PST,+40460.1+179.855d
2014-06-22 12:46:00 PST,+39072.9+179.86d
2014-06-22 12:47:00 PST,+39327.8+179.862d
2014-06-22 12:48:00 PST,+39287.9+179.862d
2014-06-22 12:49:00 PST,+38881.2+179.86d
2014-06-22 12:50:00 PST,+39764.4+179.855d
2014-06-22 12:51:00 PST,+39500.3+179.856d
2014-06-22 12:52:00 PST,+38597.1+179.858d
2014-06-22 12:53:00 PST,+38963.4+179.856d
2014-06-22 12:54:00 PST,+38413.1+179.858d
2014-06-22 12:55:00 PST,+38860.2+179.854d
2014-06-22 12:56:00 PST,+39812.6+179.849d
2014-06-22 12:57:00 PST,+39036.4+179.857d
2014-06-22 12:58:00 PST,+40219.1+179.851d
2014-06-22 12:59:00 PST,+38545.8+179.858d
2014-06-22 13:00:00 PST,+39384.2+179.852d
2014-06-22 13:01:00 PST,+38634.7+179.86d
2014-06-22 13:02:00 PST,+39307.7+179.864d
2014-06-22 13:03:00 PST,+39613.4+179.863d
2014-06-22 13:04:00 PST,+39321.2+179.86d
2014-06-22 13:05:00 PST,+39114.6+179.856d
2014-06-22 13:06:00 PST,+38486.7+179.862d
2014-06-22 13:07:00 PST,+39176.2+179.858d
2014-06-22 13:08:00 PST,+39357.4+179.861d
2014-06-22 13:09:00 PST,+39357.1+179.861d
2014-06-22 13:10:00 PST,+40594.8+179.854d
2014-06-22 13:11:00 PST,+39083.4+179.862d
2014-06-22 13:12:00 PST,+40014.9+179.855d
2014-06-22 13:13:00 PST,+38280.9+179.86d
2014-06-22 13:14:00 PST,+38198.5+179.861d
2014-06-22 13:15:00 PST,+37975.1+179.86d
2014-06-22 13:16:00 PST,+37916.7+179.86d
2014-06-22 13:17:00 PST,+37560.7+179.857d
2014-06-22 13:18:00 PST,+37716.2+179.857d
2014-06-22 13:19:00 PST,+37581.3+179.858d
2014-06-22 13:20:00 PST,+38244.3+179.857d
2014-06-22 13:21:00 PST,+40393.6+179.856d
2014-06-22 13:22:00 PST,+40201.8+179.862d
2014-06-22 13:23:00 PST,+40049.3+179.861d
2014-06-22 13:24:00 PST,+39738.2+179.863d
2014-06-22 13:25:00 PST,+39411.4+179.862d
2014-06-22 13:26:00 PST,+39749.1+179.864d
2014-06-22 13:27:00 PST,+40376.3+179.86d
2014-06-22 13:28:00 PST,+42373.7+179.845d
2014-06-22 13:29:00 PST,+40772.7+179.854d
2014-06-22 13:30:00 PST,+39058.1+179.858d
2014-06-22 13:31:00 PST,+41709.6+179.836d
2014-06-22 13:32:00 PST,+39077.7+179.849d
2014-06-22 13:33:00 PST,+37778.7+179.856d
2014-06-22 13:34:00 PST,+39294.9+179.849d
2014-06-22 13:35:00 PST,+38056.4+179.855d
2014-06-22 13:36:00 PST,+38393.7+179.853d
2014-06-22 13:37:00 PST,+41179+179.839d
2014-06-22 13:38:00 PST,+38939.9+179.851d
2014-06-22 13:39:00 PST,+37776.2+179.858d
2014-06-22 13:40:00 PST,+38291.3+179.855d
2014-06-22 13:41:00 PST,+40668.6+179.846d
2014-06-22 13:42:00 PST,+38214.8+179.862d
2014-06-22 13:43:00 PST,+39096+179.858d
2014-06-22 13:44:00 PST,+40769.9+179.849d
2014-06-22 13:45:00 PST,+38644+179.864d
2014-06-22 13:46:00 PST,+38273+179.859d
2014-06-22 13:47:00 PST,+39800.4+179.85d
2014-06-22 13:48:00 PST,+37692.3+179.857d
2014-06-22 13:49:00 PST,+38134.8+179.857d
2014-06-22 13:50:00 PST,+39560.3+179.849d
2014-06-22 13:51:00 PST,+37907+179.858d
2014-06-22 13:52:00 PST,+39356.3+179.853d
2014-06-22 13:53:00 PST,+38170+179.862d
2014-06-22 13:54:00 PST,+38594.7+179.861d
2014-06-22 13:55:00 PST,+38333.4+179.863d
2014-06-22 13:56:00 PST,+38868.1+179.861d
2014-06-22 13:57:00 PST,+38334.2+179.863d
2014-06-22 13:58:00 PST,+39079.7+179.859d
2014-06-22 13:59:00 PST,+40999.9+179.848d
2014-06-22 14:00:00 PST,+38637.2+179.861d
2014-06-22 14:01:00 PST,+40502.8+179.853d
2014-06-22 14:02:00 PST,+38115.6+179.861d
2014-06-22 14:03:00 PST,+37645.9+179.86d
2014-06-22 14:04:00 PST,+37676.5+179.86d
2014-06-22 14:05:00 PST,+39161.6+179.851d
2014-06-22 14:06:00 PST,+37883.6+179.86d
2014-06-22 14:07:00 PST,+39645.7+179.849d
2014-06-22 14:08:00 PST,+37069.9+179.86d
2014-06-22 14:09:00 PST,+36762.9+179.86d
2014-06-22 14:10:00 PST,+36613.3+179.861d
2014-06-22 14:11:00 PST,+36418.2+179.861d
2014-06-22 14:12:00 PST,+35952.1+179.86d
2014-06-22 14:13:00 PST,+35528.2+179.861d
2014-06-22 14:14:00 PST,+35114.7+179.862d
2014-06-22 14:15:00 PST,+35078.7+179.862d
2014-06-22 14:16:00 PST,+35247.4+179.862d
2014-06-22 14:17:00 PST,+33909.2+179.859d
2014-06-22 14:18:00 PST,+34253.7+179.861d
2014-06-22 14:19:00 PST,+34648+179.861d
2014-06-22 14:20:00 PST,+34576.4+179.861d
2014-06-22 14:21:00 PST,+33485.4+179.864d
2014-06-22 14:22:00 PST,+33436.5+179.866d
2014-06-22 14:23:00 PST,+32453.5+179.863d
2014-06-22 14:24:00 PST,+32685.3+179.862d
2014-06-22 14:25:00 PST,+32468.3+179.863d
2014-06-22 14:26:00 PST,+32319.9+179.859d
2014-06-22 14:27:00 PST,+32126.7+179.86d
2014-06-22 14:28:00 PST,+32617+179.862d
2014-06-22 14:29:00 PST,+32468.9+179.862d
2014-06-22 14:30:00 PST,+33655.5+179.868d
2014-06-22 14:31:00 PST,+33661.6+179.867d
2014-06-22 14:32:00 PST,+33634.3+179.866d
2014-06-22 14:33:00 PST,+33629.5+179.87d
2014-06-22 14:34:00 PST,+33072.3+179.869d
2014-06-22 14:35:00 PST,+33299.5+179.87d
2014-06-22 14:36:00 PST,+32846.4+179.872d
2014-06-22 14:37:00 PST,+34317.7+179.853d
2014-06-22 14:38:00 PST,+34615.3+179.859d
2014-06-22 14:39:00 PST,+33286.1+179.869d
2014-06-22 14:40:00 PST,+33307.1+179.872d
2014-06-22 14:41:00 PST,+33494.8+179.87d
2014-06-22 14:42:00 PST,+33021.9+179.87d
2014-06-22 14:43:00 PST,+32889.1+179.87d
2014-06-22 14:44:00 PST,+32891.2+179.869d
2014-06-22 14:45:00 PST,+32416.4+179.866d
2014-06-22 14:46:00 PST,+31848.3+179.862d
2014-06-22 14:47:00 PST,+32501.4+179.862d
2014-06-22 14:48:00 PST,+32490+179.861d
2014-06-22 14:49:00 PST,+32677.2+179.858d
2014-06-22 14:50:00 PST,+32587.2+179.858d
2014-06-22 14:51:00 PST,+31343.5+179.853d
2014-06-22 14:52:00 PST,+32260.9+179.846d
2014-06-22 14:53:00 PST,+30595.4+179.855d
2014-06-22 14:54:00 PST,+30827.7+179.848d
2014-06-22 14:55:00 PST,+29769+179.849d
2014-06-22 14:56:00 PST,+29482.1+179.846d
2014-06-22 14:57:00 PST,+30212.5+179.847d
2014-06-22 14:58:00 PST,+30262.6+179.841d
2014-06-22 14:59:00 PST,+29480.8+179.851d
2014-06-22 15:00:00 PST,+29402.2+179.85d
2014-06-22 15:01:00 PST,+29264+179.852d
2014-06-22 15:02:00 PST,+31079.3+179.863d
2014-06-22 15:03:00 PST,+30462.5+179.861d
2014-06-22 15:04:00 PST,+29982.4+179.86d
2014-06-22 15:05:00 PST,+30118.1+179.858d
2014-06-22 15:06:00 PST,+30241.5+179.857d
2014-06-22 15:07:00 PST,+30121.6+179.857d
2014-06-22 15:08:00 PST,+29664.7+179.858d
2014-06-22 15:09:00 PST,+29948.8+179.861d
2014-06-22 15:10:00 PST,+30748.1+179.866d
2014-06-22 15:11:00 PST,+30013.3+179.868d
2014-06-22 15:12:00 PST,+29201.6+179.872d
2014-06-22 15:13:00 PST,+29201.5+179.87d
2014-06-22 15:14:00 PST,+30306.7+179.869d
2014-06-22 15:15:00 PST,+29847.4+179.87d
2014-06-22 15:16:00 PST,+30107.7+179.873d
2014-06-22 15:17:00 PST,+29735.4+179.87d
2014-06-22 15:18:00 PST,+29530+179.869d
2014-06-22 15:19:00 PST,+29513.8+179.865d
2014-06-22 15:20:00 PST,+29792.7+179.865d
2014-06-22 15:21:00 PST,+29234.3+179.869d
2014-06-22 15:22:00 PST,+30159+179.871d
2014-06-22 15:23:00 PST,+30012+179.871d
2014-06-22 15:24:00 PST,+29126.7+179.866d
2014-06-22 15:25:00 PST,+29146.2+179.869d
2014-06-22 15:26:00 PST,+29084.6+179.874d
2014-06-22 15:27:00 PST,+29104+179.871d
2014-06-22 15:28:00 PST,+29393.5+179.873d
2014-06-22 15:29:00 PST,+28481.4+179.868d
2014-06-22 15:30:00 PST,+28801.6+179.869d
2014-06-22 15:31:00 PST,+28966+179.865d
2014-06-22 15:32:00 PST,+29029.3+179.87d
2014-06-22 15:33:00 PST,+29850+179.865d
2014-06-22 15:34:00 PST,+30100.7+179.864d
2014-06-22 15:35:00 PST,+29857.6+179.862d
2014-06-22 15:36:00 PST,+29729.3+179.863d
2014-06-22 15:37:00 PST,+29090.5+179.865d
2014-06-22 15:38:00 PST,+29803.4+179.861d
2014-06-22 15:39:00 PST,+29990+179.862d
2014-06-22 15:40:00 PST,+29654.3+179.86d
2014-06-22 15:41:00 PST,+29520.9+179.86d
2014-06-22 15:42:00 PST,+28868.1+179.858d
2014-06-22 15:43:00 PST,+28742.9+179.859d
2014-06-22 15:44:00 PST,+28055.6+179.857d
2014-06-22 15:45:00 PST,+28091.9+179.862d
2014-06-22 15:46:00 PST,+27524.4+179.86d
2014-06-22 15:47:00 PST,+27265.9+179.856d
2014-06-22 15:48:00 PST,+26882.4+179.86d
2014-06-22 15:49:00 PST,+26124.1+179.863d
2014-06-22 15:50:00 PST,+26027.2+179.848d
2014-06-22 15:51:00 PST,+24957.8+179.859d
2014-06-22 15:52:00 PST,+24799.5+179.86d
2014-06-22 15:53:00 PST,+24622.5+179.864d
2014-06-22 15:54:00 PST,+24451.4+179.867d
2014-06-22 15:55:00 PST,+22775+179.88d
2014-06-22 15:56:00 PST,+22905.5+179.877d
2014-06-22 15:57:00 PST,+23469.8+179.878d
2014-06-22 15:58:00 PST,+21925.5+179.887d
2014-06-22 15:59:00 PST,+21306.7+179.894d
2014-06-22 16:00:00 PST,+20906.8+179.886d
2014-06-22 16:01:00 PST,+19831.4+179.896d
2014-06-22 16:02:00 PST,+18701.5+179.905d
2014-06-22 16:03:00 PST,+18369.7+179.904d
2014-06-22 16:04:00 PST,+18530.6+179.902d
2014-06-22 16:05:00 PST,+18565.9+179.904d
2014-06-22 16:06:00 PST,+19215.8+179.901d
2014-06-22 16:07:00 PST,+18893+179.902d
2014-06-22 16:08:00 PST,+20092.3+179.9d
2014-06-22 16:09:00 PST,+20180.8+179.902d
2014-06-22 16:10:00 PST,+20395.3+179.897d
2014-06-22 16:11:00 PST,+20559.7+179.893d
2014-06-22 16:12:00 PST,+20237.2+179.895d
2014-06-22 16:13:00 PST,+21616.1+179.896d
2014-06-22 16:14:00 PST,+21586.4+179.898d
2014-06-22 16:15:00 PST,+22311+179.905d
2014-06-22 16:16:00 PST,+19822.1+179.918d
2014-06-22 16:17:00 PST,+19487.1+179.92d
2014-06-22 16:18:00 PST,+20009.1+179.914d
2014-06-22 16:19:00 PST,+19131.4+179.914d
2014-06-22 16:20:00 PST,+17967.6+179.913d
2014-06-22 16:21:00 PST,+17974.6+179.91d
2014-06-22 16:22:00 PST,+17576.8+179.913d
