# file...... csv_output/pv_triplex_meter_voltage.csv
# date...... Sun Jun 17 20:09:01 2018
# user...... kapil
# host...... (null)
# group..... groupid=House_Meter
# property.. measured_voltage_A
# limit..... 0
# interval.. 60
# timestamp,meter_PV_N6A_DH1,meter_PV_N6A_DH2,meter_PV_N6A_DH3,meter_PV_N6A_DH4,meter_PV_N6A_DH5,meter_PV_N6A_DH6,meter_PV_N6A_DH7,meter_PV_N6A_DH8,meter_PV_N6A_DH9,meter_PV_N6A_DH10,meter_PV_N6A_DH11,meter_PV_N6A_DH12
2014-06-22 02:19:00 PST,243.443055,243.448762,242.463743,242.333714,241.459098,241.567187,241.009010,240.889848,240.543127,240.622365,240.579315,240.660458
2014-06-22 02:20:00 PST,243.482778,243.488484,242.540195,242.410208,241.572290,241.737837,241.122415,241.003310,240.656752,240.735953,240.692923,240.774028
2014-06-22 02:21:00 PST,243.536559,243.542264,242.643609,242.513677,241.725351,241.890793,241.324786,241.250753,240.912573,240.959188,240.916198,240.997228
2014-06-22 02:22:00 PST,243.568833,243.574537,242.705737,242.575839,241.817343,241.982723,241.446440,241.419128,241.034436,241.081027,241.038058,241.119047
2014-06-22 02:23:00 PST,243.541520,243.502306,242.723208,242.601068,241.739050,241.904483,241.314147,241.286820,240.802077,240.855723,240.851770,240.932821
2014-06-22 02:24:00 PST,243.602772,243.527042,242.748025,242.625897,241.763969,241.929385,241.339110,241.311786,240.827094,240.880734,240.876781,240.957824
2014-06-22 02:25:00 PST,243.745890,243.627696,242.915307,242.793264,242.021728,242.163273,241.624435,241.597143,241.206775,241.217351,241.274245,241.317859
2014-06-22 02:26:00 PST,243.745890,243.627696,242.915307,242.793264,242.021728,242.163273,241.624435,241.597143,241.206775,241.217351,241.274245,241.317859
2014-06-22 02:27:00 PST,243.778159,243.659981,242.937236,242.893121,242.115517,242.257007,241.749632,241.722354,241.363381,241.423324,241.430808,241.474394
2014-06-22 02:28:00 PST,243.842373,243.769103,243.073677,242.989336,242.271298,242.359748,241.825437,241.798168,241.412206,241.472136,241.452567,241.453256
2014-06-22 02:29:00 PST,243.809758,243.736478,243.010540,242.878091,242.207951,242.296424,241.761973,241.734696,241.348632,241.408579,241.389005,241.389693
2014-06-22 02:30:00 PST,243.785413,243.712126,242.963504,242.831029,242.102593,242.226718,241.692112,241.664828,241.278652,241.338615,241.319036,241.319725
2014-06-22 02:31:00 PST,243.762247,243.734761,243.035548,242.848361,242.258613,242.382658,241.931821,241.957451,241.601090,241.675141,241.609009,241.609698
2014-06-22 02:32:00 PST,243.844322,243.816845,243.194128,243.007063,242.493743,242.652069,242.266465,242.246980,241.916632,241.990587,241.990581,241.950771
2014-06-22 02:33:00 PST,243.859527,243.832052,243.223607,243.036565,242.590411,242.695802,242.291069,242.271586,241.891731,241.996050,241.996045,241.956235
2014-06-22 02:34:00 PST,243.936896,243.909430,243.373286,243.186360,242.812397,242.917691,242.585052,242.610930,242.229236,242.366098,242.391203,242.316006
2014-06-22 02:35:00 PST,244.058958,243.990143,243.503712,243.316886,242.992544,243.097760,242.814671,242.840525,242.586464,242.645157,242.670233,242.595122
2014-06-22 02:36:00 PST,244.090004,244.021197,243.563957,243.377177,243.081984,243.197168,243.005354,242.910196,242.698773,242.757438,242.782503,242.707427
2014-06-22 02:37:00 PST,244.090004,244.021197,243.563957,243.377177,243.081984,243.197168,243.005354,242.910196,242.698773,242.757438,242.782503,242.707427
2014-06-22 02:38:00 PST,244.113517,244.044717,243.609584,243.423977,243.149002,243.264155,243.093646,242.998522,242.808417,242.900712,242.892109,242.817067
2014-06-22 02:39:00 PST,244.094827,244.026021,243.573322,243.387688,243.095171,243.210349,243.022341,242.927189,242.719574,242.811904,242.785865,242.683138
2014-06-22 02:40:00 PST,244.072043,244.003232,243.529129,243.343462,243.029573,243.144783,242.935454,242.840269,242.611322,242.670008,242.677642,242.574869
2014-06-22 02:41:00 PST,244.072043,244.003232,243.529129,243.343462,243.029573,243.144783,242.935454,242.840269,242.611322,242.670008,242.677642,242.574869
2014-06-22 02:42:00 PST,244.025800,243.956975,243.439366,243.217894,242.918833,243.001184,242.824671,242.729442,242.500390,242.559103,242.566741,242.463921
2014-06-22 02:43:00 PST,244.025800,243.956975,243.439366,243.217894,242.918833,243.001184,242.824671,242.729442,242.500390,242.559103,242.566741,242.463921
2014-06-22 02:44:00 PST,244.041156,243.972336,243.469217,243.282696,242.976644,243.023492,242.769578,242.721813,242.492754,242.551469,242.559107,242.456284
